RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThree AmericanName,MMR Current AvgPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
1225,0,3/3/2009,ADESA,2007,2,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,SILVER,AUTO,2,Covers,41789,OTHER ASIAN,MEDIUM,OTHER,5565,NULL,NULL,8655,38118,TN,4910,0,482
1234,0,3/10/2009,ADESA,2005,4,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,SILVER,AUTO,2,Covers,58686,AMERICAN,SPECIALTY,CHRYSLER,8637,NULL,NULL,22808,38118,TN,9350,0,1086
1244,0,3/10/2009,ADESA,2007,2,CHEVROLET,COBALT 2.2L I4 MPI /,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,51997,AMERICAN,COMPACT,GM,11090,NULL,NULL,22808,38118,TN,6035,0,671
1260,0,3/17/2009,ADESA,2005,4,CHEVROLET,MONTE CARLO 3.4L V6,LS,2D COUPE LS,RED,AUTO,1,Alloy,88482,AMERICAN,LARGE,GM,5636,NULL,NULL,8655,38118,TN,5835,0,2152
1278,0,3/31/2009,ADESA,2007,2,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN EX,SILVER,AUTO,2,Covers,43661,OTHER ASIAN,MEDIUM,OTHER,4943,NULL,NULL,8655,38118,TN,5540,0,482
1297,0,4/7/2009,ADESA,2004,5,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 5.3L LS,WHITE,AUTO,1,Alloy,94232,AMERICAN,LARGE TRUCK,GM,6417,NULL,NULL,20392,38118,TN,8550,0,1341
1315,0,4/28/2009,ADESA,2005,4,PONTIAC,MONTANA FWD 3.5L V6,SV6,4D MINIVAN EXT 3.5L,BEIGE,AUTO,1,Alloy,60171,AMERICAN,VAN,GM,0,NULL,NULL,19662,38118,TN,6340,0,3910
1329,1,5/12/2009,ADESA,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT2,GREEN,AUTO,1,Alloy,69064,AMERICAN,LARGE,GM,5179,NULL,NULL,17212,38118,TN,6610,0,1703
1333,0,5/26/2009,ADESA,2007,2,HYUNDAI,SONATA V6 3.3L V6 MP,Lim,4D SEDAN GLS,SILVER,AUTO,1,Alloy,79628,OTHER ASIAN,MEDIUM,OTHER,9531,NULL,NULL,22808,38118,TN,7340,0,803
1335,0,5/26/2009,ADESA,2007,2,KIA,RONDO V6 2.7L V6 DI,EX,4D WAGON LX,GREY,AUTO,1,Alloy,62591,OTHER ASIAN,CROSSOVER,OTHER,9397,NULL,NULL,22808,38118,TN,7640,0,728
1352,0,10/5/2010,ADESA,2005,5,PONTIAC,VIBE,GT,4D WAGON GT,RED,MANUAL,1,Alloy,63835,AMERICAN,MEDIUM,GM,5046,NULL,NULL,25100,38118,TN,7905,0,533
1365,0,10/19/2010,ADESA,2007,3,KIA,OPTIMA 4C,EX,4D SEDAN,BLACK,AUTO,1,Alloy,61617,OTHER ASIAN,MEDIUM,OTHER,6905,NO,GREEN,18881,38118,TN,6850,0,728
1375,0,11/23/2010,ADESA,2008,2,CHRYSLER,300,LX,4D SEDAN,GREY,AUTO,2,Covers,74222,AMERICAN,SPECIALTY,CHRYSLER,12099,NO,GREEN,10315,38118,TN,9875,1,1389
1380,0,11/30/2010,ADESA,2004,6,CHEVROLET,VENTURE FWD V6,LS,PASSENGER EXT 3.4L LS,GREY,AUTO,1,Alloy,81150,AMERICAN,VAN,GM,3117,NO,GREEN,18111,38118,TN,5350,0,5092
1383,0,11/30/2010,ADESA,2006,4,PONTIAC,G6 V6,GTP,2D COUPE GTP,GREY,AUTO,1,Alloy,77486,AMERICAN,MEDIUM,GM,7802,NO,GREEN,18111,38118,TN,7850,0,1272
1394,0,12/7/2010,ADESA,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,WHITE,AUTO,1,Alloy,63840,AMERICAN,LARGE,GM,7172,NULL,NULL,18881,38118,TN,8105,0,1703
1420,0,12/11/2009,ADESA,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,76239,AMERICAN,MEDIUM,GM,6785,NULL,NULL,20740,17406,PA,6475,0,1038
1429,0,12/23/2009,ADESA,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,54419,AMERICAN,MEDIUM,GM,7275,NULL,NULL,16044,17406,PA,7225,0,837
1436,0,1/25/2010,ADESA,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,BLUE,AUTO,1,Alloy,78280,AMERICAN,LARGE,GM,8198,NULL,NULL,16044,17406,PA,7375,0,1974
1438,0,1/25/2010,ADESA,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.9L,BLUE,AUTO,1,Alloy,75689,AMERICAN,LARGE,GM,10397,NULL,NULL,16044,17406,PA,7375,0,1974
1448,0,2/3/2010,ADESA,2007,3,KIA,OPTIMA 4C,EX,4D SEDAN,BLACK,AUTO,2,Covers,54851,OTHER ASIAN,MEDIUM,OTHER,7049,NULL,NULL,20740,17406,PA,7450,0,671
1461,0,2/3/2010,ADESA,2007,3,CHEVROLET,MALIBU V6,LT,4D SEDAN LT,BLACK,AUTO,2,Covers,69321,AMERICAN,MEDIUM,GM,7702,NULL,NULL,20740,17406,PA,7140,0,1118
1476,0,2/17/2010,ADESA,2003,7,VOLKSWAGEN,BEETLE,GL,2D COUPE GL,GREY,MANUAL,2,Covers,70810,OTHER,COMPACT,OTHER,4774,NULL,NULL,20740,17406,PA,5115,0,1689
1485,0,2/17/2010,ADESA,2004,6,FORD,MUSTANG V6,Bas,2D CONVERTIBLE,WHITE,AUTO,1,Alloy,79424,AMERICAN,SPORTS,FORD,6375,NULL,NULL,20740,17406,PA,7650,0,803
1490,0,9/1/2010,ADESA,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,GOLD,AUTO,1,Alloy,76617,AMERICAN,LARGE,GM,3912,NULL,NULL,20740,17406,PA,4515,0,1974
1530,0,10/6/2010,ADESA,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,AUTO,2,Covers,71581,AMERICAN,LARGE,GM,7737,NULL,NULL,52117,17406,PA,7925,0,1974
1532,0,10/12/2010,ADESA,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,GREY,AUTO,1,Alloy,80639,AMERICAN,LARGE,GM,7936,NO,GREEN,11410,17406,PA,8225,1,2152
1548,0,12/1/2010,ADESA,2008,2,PONTIAC,G6 4C,Bas,4D SEDAN SE1,BLUE,AUTO,2,Covers,62959,AMERICAN,MEDIUM,GM,9846,NO,GREEN,20740,17406,PA,8075,0,923
1565,1,2/6/2009,ADESA,2005,4,CHRYSLER,PACIFICA FWD 3.8L V6,Bas,4D SPORT,WHITE,AUTO,1,Alloy,40764,AMERICAN,CROSSOVER,CHRYSLER,0,NULL,NULL,5546,34203,FL,7560,0,975
1568,0,2/6/2009,ADESA,2004,5,DODGE,CARAVAN FWD 4C 2.4L,SE,MINIVAN 2.4L SE,GREEN,AUTO,2,Covers,75321,AMERICAN,VAN,CHRYSLER,7388,NULL,NULL,5546,34203,FL,4410,0,1623
1581,0,2/20/2009,ADESA,2001,8,MERCURY,SABLE 3.0L V6 EFI DO,LS,4D WAGON LS PREMIUM,GOLD,AUTO,1,Alloy,77094,AMERICAN,MEDIUM,FORD,2505,NULL,NULL,5546,34203,FL,3000,0,1220
1584,0,2/20/2009,ADESA,2005,4,HYUNDAI,SANTA FE 2WD V6 2.7L,GLS,4D CUV 2.7L,BLUE,AUTO,1,Alloy,62934,OTHER ASIAN,MEDIUM SUV,OTHER,8135,NULL,NULL,5546,34203,FL,7230,0,630
1595,0,2/20/2009,ADESA,2002,7,CHRYSLER,PT CRUISER 2.4L I4 M,Lim,4D SEDAN LIMITED,SILVER,AUTO,1,Alloy,55490,AMERICAN,MEDIUM,CHRYSLER,3786,NULL,NULL,5546,34203,FL,6020,0,1386
1600,0,2/27/2009,ADESA,2003,6,CHRYSLER,PT CRUISER 2.4L I4 M,Tou,4D SEDAN LIMITED,BLUE,AUTO,1,Alloy,64005,AMERICAN,MEDIUM,CHRYSLER,1596,NULL,NULL,19638,34203,FL,5920,0,1515
1603,0,3/6/2009,ADESA,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,WHITE,AUTO,2,Covers,83892,AMERICAN,MEDIUM,FORD,2505,NULL,NULL,5546,34203,FL,4810,0,983
1605,0,3/6/2009,ADESA,2002,7,DODGE,DURANGO 2WD V8 4.7L,Spo,4D SUV 4.7L,BLUE,AUTO,1,Alloy,56733,AMERICAN,MEDIUM SUV,CHRYSLER,3854,NULL,NULL,5546,34203,FL,5920,0,1386
1611,1,3/20/2009,ADESA,2003,6,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,BEIGE,AUTO,NULL,NULL,95616,AMERICAN,MEDIUM,GM,3389,NULL,NULL,5546,34203,FL,4200,0,2651
1633,1,4/30/2010,ADESA,2004,6,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,SILVER,AUTO,NULL,NULL,49276,AMERICAN,VAN,FORD,3965,NULL,NULL,5546,34203,FL,6245,0,1046
1635,0,4/30/2010,ADESA,2004,6,SATURN,ION,2,4D SEDAN LEVEL 2,GOLD,AUTO,2,Covers,65755,AMERICAN,MEDIUM,GM,3182,NULL,NULL,5546,34203,FL,4725,0,728
1641,1,5/7/2010,ADESA,2002,8,SATURN,VUE AWD V6,,4D CUV 3.0L,RED,AUTO,1,Alloy,88538,AMERICAN,MEDIUM SUV,GM,3002,NULL,NULL,5546,34203,FL,5800,0,1933
1643,0,5/7/2010,ADESA,2005,5,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,BLUE,AUTO,2,Covers,76331,AMERICAN,VAN,CHRYSLER,4389,NULL,NULL,5546,34203,FL,5800,0,1623
1673,0,6/11/2010,ADESA,2004,6,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,BEIGE,AUTO,2,Covers,49829,AMERICAN,MEDIUM,GM,3055,NULL,NULL,5546,34203,FL,5965,0,834
1696,0,7/2/2010,ADESA,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,WHITE,AUTO,2,Covers,96750,AMERICAN,LARGE,GM,3262,NULL,NULL,5546,34203,FL,5435,0,2351
1714,0,7/30/2010,ADESA,2004,6,HYUNDAI,SANTA FE 2WD 4C,Bas,4D CUV DLX,RED,AUTO,1,Alloy,69190,OTHER ASIAN,MEDIUM SUV,OTHER,4103,NULL,NULL,5546,34203,FL,6445,0,923
1717,0,8/6/2010,ADESA,2003,7,JEEP,LIBERTY 2WD V6,Lim,4D SUV LIMITED,BLUE,AUTO,1,Alloy,91385,AMERICAN,SMALL SUV,CHRYSLER,5257,NULL,NULL,5546,34203,FL,6000,0,1065
1726,0,8/13/2010,ADESA,2003,7,DODGE,NEON,SE,4D SEDAN SE,BLUE,AUTO,2,Covers,89039,AMERICAN,COMPACT,CHRYSLER,2143,NULL,NULL,5546,34203,FL,3225,0,1023
1735,0,8/27/2010,ADESA,2007,3,FORD,F150 PICKUP 2WD V8,STX,EXT CAB 4.6L STX,SILVER,AUTO,1,Alloy,87881,AMERICAN,LARGE TRUCK,FORD,12758,NULL,NULL,5546,34203,FL,10815,0,853
1756,0,9/24/2010,ADESA,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,SILVER,AUTO,2,Covers,89569,AMERICAN,MEDIUM,GM,6693,NO,GREEN,5546,34203,FL,6275,0,1113
1773,0,3/9/2009,ADESA,2002,7,CHEVROLET,MALIBU V6 3.1L V6 SF,Bas,4D SEDAN,WHITE,AUTO,2,Covers,98212,AMERICAN,MEDIUM,GM,2118,NULL,NULL,5546,33619,FL,3800,0,2939
1782,0,3/9/2009,ADESA,2004,5,FORD,FOCUS 2.0L I4 SPI,LX,4D SEDAN LX,GOLD,AUTO,2,Covers,66287,AMERICAN,COMPACT,FORD,3058,NULL,NULL,5546,33619,FL,4000,0,1020
1796,0,3/16/2009,ADESA,2001,8,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SE SVG,GOLD,AUTO,1,Alloy,62044,AMERICAN,MEDIUM,FORD,2103,NULL,NULL,19638,33619,FL,3300,0,1125
1800,0,3/16/2009,ADESA,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L,BLUE,AUTO,2,Covers,76382,AMERICAN,VAN,GM,8000,NULL,NULL,19619,33619,FL,6500,0,2091
1807,0,3/16/2009,ADESA,2001,8,FORD,F150 PICKUP 2WD V8 5,Lar,CREW CAB 5.4L HARLEY DAVIDSON,BLUE,AUTO,1,Alloy,87035,AMERICAN,LARGE TRUCK,FORD,7098,NULL,NULL,19638,33619,FL,7800,0,1153
1813,0,3/23/2009,ADESA,2001,8,FORD,ESCAPE 2WD 4C 2.0L I,XLS,4D CUV 2.0L XLS,YELLOW,MANUAL,1,Alloy,88581,AMERICAN,SMALL SUV,FORD,3289,NULL,NULL,5546,33619,FL,4200,0,1283
1825,0,3/23/2009,ADESA,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BLUE,AUTO,2,Covers,81762,AMERICAN,MEDIUM,FORD,5957,NULL,NULL,5546,33619,FL,4500,0,983
1837,0,3/30/2009,ADESA,2003,6,FORD,EXPLORER 2WD V6 4.0L,Spo,2D SUV 4.0L SPORT XLS,GOLD,AUTO,1,Alloy,50968,AMERICAN,MEDIUM SUV,FORD,NULL,NULL,NULL,5546,33619,FL,6500,0,1220
1838,0,3/30/2009,ADESA,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,GREY,AUTO,2,Covers,76747,AMERICAN,LARGE,GM,8725,NULL,NULL,19638,33619,FL,6100,0,1974
1877,0,4/13/2009,ADESA,2001,8,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,NOT AVAIL,AUTO,2,Covers,77870,AMERICAN,MEDIUM,GM,2684,NULL,NULL,5546,33619,FL,4000,0,2274
1882,1,4/13/2009,ADESA,2003,6,FORD,WINDSTAR FWD V6 3.8L,LX,PASSENGER 3.8L LX,SILVER,AUTO,1,Alloy,84774,AMERICAN,VAN,FORD,2677,NULL,NULL,5546,33619,FL,4600,0,2322
1893,0,4/20/2009,ADESA,2002,7,MERCURY,SABLE 3.0L V6 EFI,GS,4D SEDAN GS,SILVER,AUTO,2,Covers,29632,AMERICAN,MEDIUM,FORD,1813,NULL,NULL,19638,33619,FL,4235,0,942
1898,0,10/5/2009,ADESA,2005,4,FORD,ESCAPE 4WD V6 3.0L V,XLT,4D CUV 3.0L XLT,GREEN,AUTO,1,Alloy,79540,AMERICAN,SMALL SUV,FORD,7285,NULL,NULL,5546,33619,FL,7100,0,1389
1913,0,10/12/2009,ADESA,2004,5,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,WHITE,AUTO,1,Alloy,59680,AMERICAN,MEDIUM,CHRYSLER,3527,NULL,NULL,19619,33619,FL,5300,0,1086
1915,0,10/12/2009,ADESA,2003,6,DODGE,DURANGO 2WD V8 4.7L,Spo,4D SUV 4.7L,GOLD,AUTO,1,Alloy,57375,AMERICAN,MEDIUM SUV,CHRYSLER,4129,NULL,NULL,19638,33619,FL,6500,0,1386
1930,0,10/19/2009,ADESA,2007,2,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,WHITE,AUTO,2,Covers,61358,AMERICAN,SPECIALTY,CHRYSLER,11403,NULL,NULL,19638,33619,FL,9900,0,1215
1938,1,10/26/2009,ADESA,2004,5,BUICK,RENDEZVOUS AWD 3.4L,CXL,4D SUV CX,WHITE,AUTO,2,Covers,75855,AMERICAN,MEDIUM SUV,GM,6525,NULL,NULL,5546,33619,FL,7500,0,4622
1961,1,11/2/2009,ADESA,2002,7,DODGE,DURANGO 4WD V8,Spo,4D SUV 4.7L SPORT,GREY,AUTO,1,Alloy,77951,AMERICAN,MEDIUM SUV,CHRYSLER,3138,NULL,NULL,19638,33619,FL,4800,0,1923
1982,0,11/9/2009,ADESA,2005,4,KIA,RIO,Bas,4D SEDAN,RED,AUTO,2,Covers,75585,OTHER ASIAN,COMPACT,OTHER,2756,NULL,NULL,5546,33619,FL,4100,0,569
1989,1,11/9/2009,ADESA,2003,6,HYUNDAI,SANTA FE 4WD V6,GLS,4D CUV 2.7L GLS,WHITE,AUTO,1,Alloy,78089,OTHER ASIAN,MEDIUM SUV,OTHER,4185,NULL,NULL,19638,33619,FL,6100,0,1455
1998,0,11/16/2009,ADESA,2005,4,DODGE,DURANGO 2WD V8,SLT,4D SUV 4.7L SLT,WHITE,AUTO,2,Covers,93117,AMERICAN,MEDIUM SUV,CHRYSLER,7970,NULL,NULL,5546,33619,FL,7600,0,1630
2005,0,11/23/2009,ADESA,2005,4,KIA,SPECTRA,SX,4D SEDAN EX,SILVER,AUTO,1,Alloy,39701,OTHER ASIAN,MEDIUM,OTHER,3981,NULL,NULL,19638,33619,FL,5600,0,462
2012,0,11/23/2009,ADESA,2003,6,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,RED,AUTO,1,Alloy,79152,AMERICAN,MEDIUM SUV,GM,5024,NULL,NULL,19638,33619,FL,8400,0,1455
2014,0,11/23/2009,ADESA,2003,6,DODGE,NEON,SXT,4D SEDAN SXT,RED,AUTO,1,Alloy,94893,AMERICAN,COMPACT,CHRYSLER,2283,NULL,NULL,5546,33619,FL,3300,0,1065
2017,0,11/23/2009,ADESA,2006,3,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,2,Covers,80330,AMERICAN,MEDIUM,FORD,3920,NULL,NULL,19638,33619,FL,4000,0,983
2036,0,6/7/2010,ADESA,2005,5,FORD,FREESTYLE 2WD V6,SEL,4D CUV 3.0L SEL,GOLD,AUTO,1,Alloy,82110,AMERICAN,CROSSOVER,FORD,7471,NULL,NULL,5546,33619,FL,7600,0,1633
2038,0,6/7/2010,ADESA,2004,6,FORD,EXPEDITION 2WD V8,Edd,4D SUV 5.4L EDDIE BAUER,BLACK,AUTO,1,Alloy,85960,AMERICAN,LARGE SUV,FORD,8702,NULL,NULL,19638,33619,FL,10800,0,1113
2042,0,6/7/2010,ADESA,2002,8,CHRYSLER,CONCORDE,Lim,4D SEDAN LIMITED,SILVER,AUTO,1,Alloy,84853,AMERICAN,LARGE,CHRYSLER,2390,NULL,NULL,5546,33619,FL,4900,0,2193
2048,0,6/14/2010,ADESA,2003,7,GMC,SONOMA PICKUP 2WD V6,SL,REG CAB 4.3L,WHITE,AUTO,1,Alloy,80582,AMERICAN,SMALL TRUCK,GM,2382,NULL,NULL,5546,33619,FL,4600,0,1803
2050,0,6/14/2010,ADESA,2004,6,DODGE,STRATUS 4C,SE,4D SEDAN,BLUE,AUTO,2,Covers,52073,AMERICAN,MEDIUM,CHRYSLER,2492,NULL,NULL,5546,33619,FL,5600,0,920
2051,0,6/14/2010,ADESA,2007,3,KIA,OPTIMA 4C,EX,4D SEDAN,BLACK,AUTO,2,Covers,65770,OTHER ASIAN,MEDIUM,OTHER,5503,NULL,NULL,20928,33619,FL,6500,0,728
2057,0,6/14/2010,ADESA,2005,5,FORD,ESCAPE 2WD V6,Lim,4D CUV 3.0L LIMITED,GREEN,AUTO,1,Alloy,79979,AMERICAN,SMALL SUV,FORD,6907,NULL,NULL,20928,33619,FL,8050,0,920
2061,0,6/21/2010,ADESA,2001,9,FORD,MUSTANG V6,Bas,2D COUPE,GREY,MANUAL,1,Alloy,76887,AMERICAN,SPORTS,FORD,3067,NULL,NULL,19638,33619,FL,4600,0,1103
2066,0,6/28/2010,ADESA,2008,2,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2,Covers,52223,AMERICAN,MEDIUM,CHRYSLER,6950,NULL,NULL,5546,33619,FL,6100,0,1086
2074,0,7/7/2010,ADESA,2005,5,DODGE,MAGNUM V6,SE,WAGON 2.7L,WHITE,AUTO,2,Covers,80254,AMERICAN,SPECIALTY,CHRYSLER,5768,NULL,NULL,5546,33619,FL,8600,0,1503
2075,0,7/7/2010,ADESA,2004,6,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,1,Alloy,73795,AMERICAN,MEDIUM,FORD,2878,NULL,NULL,5546,33619,FL,4800,0,920
2091,0,7/26/2010,ADESA,2006,4,HYUNDAI,SONATA 4C,GLS,4D SEDAN GLS,GOLD,AUTO,1,Alloy,78860,OTHER ASIAN,MEDIUM,OTHER,6004,NULL,NULL,20928,33619,FL,7400,0,803
2136,0,8/30/2010,ADESA,2006,4,FORD,FOCUS,ZX4,4D SEDAN ZX4,GREY,AUTO,1,Alloy,81643,AMERICAN,COMPACT,FORD,4298,NULL,NULL,19638,33619,FL,4900,0,1243
2139,0,9/8/2010,ADESA,2007,3,DODGE,MAGNUM V6,SE,WAGON 2.7L,SILVER,AUTO,2,Covers,84386,AMERICAN,SPECIALTY,CHRYSLER,7977,NULL,NULL,5546,33619,FL,9050,0,1503
2143,0,9/8/2010,ADESA,2007,3,CHRYSLER,SEBRING V6,Tou,4D SEDAN TOURING,SILVER,AUTO,1,Alloy,80919,AMERICAN,MEDIUM,CHRYSLER,8144,NULL,NULL,5546,33619,FL,6900,0,1373
2145,0,9/8/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,2,Covers,54394,AMERICAN,MEDIUM,CHRYSLER,4677,NULL,NULL,5546,33619,FL,6100,0,1086
2159,0,2/17/2009,ADESA,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L SE,BLACK,AUTO,2,Covers,70644,AMERICAN,SPECIALTY,CHRYSLER,10840,NULL,NULL,20928,45005,OH,10540,0,1389
2166,0,2/24/2009,ADESA,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,67718,AMERICAN,COMPACT,GM,6701,NULL,NULL,19619,45005,OH,4950,0,728
2167,0,2/24/2009,ADESA,2005,4,VOLKSWAGEN,BEETLE 2.0L I4 MFI /,GL,2D COUPE GL,WHITE,AUTO,2,Covers,64837,OTHER,COMPACT,OTHER,7253,NULL,NULL,19619,45005,OH,7645,0,1215
2184,0,2/24/2009,ADESA,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L,BLUE,AUTO,2,Covers,43929,AMERICAN,SPECIALTY,CHRYSLER,11131,NULL,NULL,19619,45005,OH,9630,0,975
2185,0,4/7/2009,ADESA,2006,3,DODGE,CHARGER 3.5L V6 EFI,Bas,4D SEDAN,WHITE,AUTO,2,Covers,58803,AMERICAN,SPECIALTY,CHRYSLER,9259,NULL,NULL,19619,45005,OH,10365,0,1086
2206,0,4/21/2009,ADESA,2006,3,DODGE,CARAVAN FWD V6 3.3L,SXT,MINIVAN 3.3L SPORT,GREY,AUTO,1,Alloy,69058,AMERICAN,VAN,CHRYSLER,7080,NULL,NULL,19619,45005,OH,6330,0,1411
2217,0,4/21/2009,ADESA,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L SE,SILVER,AUTO,2,Covers,75417,AMERICAN,SPECIALTY,CHRYSLER,9461,NULL,NULL,19619,45005,OH,9785,0,1389
2224,0,4/28/2009,ADESA,2006,3,BUICK,LACROSSE 3.6L V6 SFI,CXS,4D SEDAN CXS,BLUE,AUTO,1,Alloy,76452,AMERICAN,LARGE,GM,10207,NULL,NULL,8172,45005,OH,7275,0,1506
2231,0,4/28/2009,ADESA,2006,3,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,BLUE,AUTO,2,Covers,72215,AMERICAN,SPECIALTY,CHRYSLER,9459,NULL,NULL,8172,45005,OH,9090,0,1389
2271,0,8/11/2009,ADESA,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,GREY,AUTO,1,Alloy,77334,AMERICAN,LARGE,FORD,6694,NULL,NULL,21973,45005,OH,7355,0,1506
2276,0,8/18/2009,ADESA,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,BLACK,AUTO,2,Covers,85392,AMERICAN,LARGE,GM,6455,NULL,NULL,20928,45005,OH,7025,0,2152
2283,1,9/1/2009,ADESA,2003,6,JEEP,LIBERTY 4WD V6 3.7L,Spo,4D SUV SPORT,MAROON,AUTO,1,Alloy,71137,AMERICAN,SMALL SUV,CHRYSLER,5163,NULL,NULL,99740,45005,OH,7025,0,1220
2295,0,9/29/2009,ADESA,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT,BLACK,AUTO,1,Alloy,77739,AMERICAN,LARGE,GM,4012,NULL,NULL,19619,45005,OH,6215,0,1974
2298,0,9/29/2009,ADESA,2007,2,DODGE,NITRO 4WD V6 3.7L V6,SXT,4D SUV 3.7L SXT,RED,AUTO,1,Alloy,71792,AMERICAN,MEDIUM SUV,CHRYSLER,12853,NULL,NULL,19619,45005,OH,8340,0,920
2310,0,10/27/2009,ADESA,2005,4,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L SE,RED,AUTO,NULL,NULL,64437,AMERICAN,VAN,FORD,4263,NULL,NULL,11410,45005,OH,6415,1,1313
2338,0,12/8/2009,ADESA,2005,4,JEEP,GRAND CHEROKEE 4WD V,Lar,4D WAGON LAREDO,SILVER,AUTO,1,Alloy,87262,AMERICAN,MEDIUM SUV,CHRYSLER,10610,NULL,NULL,20928,45005,OH,8955,0,2282
2344,0,12/8/2009,ADESA,2007,2,CHEVROLET,IMPALA,LS,4D SEDAN LS,BEIGE,AUTO,2,Covers,68703,AMERICAN,LARGE,GM,8507,NULL,NULL,20928,45005,OH,7895,0,1703
2348,0,12/15/2009,ADESA,2007,2,DODGE,CHARGER V6,Bas,4D SEDAN 3.5L,BLACK,AUTO,2,Covers,66867,AMERICAN,SPECIALTY,CHRYSLER,9367,NULL,NULL,1125,45005,OH,10290,1,1215
2367,0,2/2/2010,ADESA,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LS,GREY,AUTO,1,Alloy,83750,AMERICAN,MEDIUM,GM,6186,NULL,NULL,52117,45005,OH,7245,0,853
2376,0,2/2/2010,ADESA,2006,4,FORD,FIVE HUNDRED,SE,4D SEDAN SE AWD,BLACK,AUTO,1,Alloy,70178,AMERICAN,LARGE,FORD,6408,NULL,NULL,52117,45005,OH,6605,0,1623
2409,0,2/23/2010,ADESA,2007,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,78493,AMERICAN,MEDIUM,GM,7122,NULL,NULL,52117,45005,OH,7445,0,1038
2446,0,6/15/2010,ADESA,2003,7,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,GREEN,AUTO,1,Alloy,59343,AMERICAN,MEDIUM SUV,GM,4832,NULL,NULL,19619,45005,OH,7695,0,1220
2453,0,6/15/2010,ADESA,2007,3,HYUNDAI,ACCENT,GS,2D COUPE GS,GREY,AUTO,2,Covers,64040,OTHER ASIAN,COMPACT,OTHER,4719,NULL,NULL,19619,45005,OH,5280,0,825
2476,0,7/6/2010,ADESA,2004,6,CHEVROLET,MONTE CARLO,LS,2D COUPE LS,GREY,AUTO,1,Alloy,65246,AMERICAN,LARGE,GM,4005,NULL,NULL,52117,45005,OH,7095,0,1703
